Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2004,NC,North Carolina,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Hispanic,Race/Ethnicity,90,12.3,8.8,15.8,436,%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,37,RACE3,CAT4,_SMOKER2,RESP070,"(35.466220975, -79.159250463)"
1996,WA,Washington,Demographics,Employment,What is your employment status?,No work< yr,25-34,Age Group,32,5.0,3.0,7.0,1118,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,53,AGE02,CAT3,EMPLOY,RESP027,"(47.522278629, -120.47001079)"
2007,MN,Minnesota,Hypertension Awareness,High Blood Pressure,Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions),No,18-24,Age Group,139,96.5,93.6,99.4,393,%,Crude Prevalence,,,BRFSS,CLASS10,Topic31,27,AGE01,CAT3,_RFHYPE5,RESP054,"(46.355648736, -94.794200503)"
2003,MN,Minnesota,Demographics,Employment,What is your employment status?,Self emplyd,Female,Gender,157,6.9,5.8,8.0,1610,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,27,SEX2,CAT2,EMPLOY,RESP026,"(46.355648736, -94.794200503)"
1998,FL,Florida,Demographics,Race,What is your race/ethnicity?,White,Female,Gender,2084,71.9,69.7,74.1,574,%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,12,SEX2,CAT2,RACE,RESP005,"(28.932040377, -81.928960539)"
1998,CA,California,Demographics,Marital Status,What is your marital status?,Married,"$50,000+",Household Income,920,70.5,67.8,73.2,850,%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,6,INCOME5,CAT6,MARITAL,RESP033,"(37.638640123, -120.999999538)"
2010,PR,Puerto Rico,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,55-64,Age Group,37,4.7,3.0,6.4,169,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,72,AGE05,CAT3,HLTHPLAN,RESP054,"(18.220833, -66.590149)"
1997,HI,Hawaii,Cholesterol Awareness,Cholesterol Checked,Adults who have had their blood cholesterol checked within the last five years (variable calculated from one or more BRFSS questions),Not Checked in past 5 years,"White, non-Hispanic",Race/Ethnicity,37,4.9,3.1,6.7,359,%,Crude Prevalence,,,BRFSS,CLASS02,Topic11,15,RACE1,CAT4,_CHOLCHK,RESP073,"(21.304850435, -157.857749403)"
2001,NY,New York,Physical Activity,Physical Activity,Adults with 20+ minutes of vigorous physical activity three or more days per week (variable calculated from one or more BRFSS questions),No,"Black, non-Hispanic",Race/Ethnicity,289,83.4,78.9,87.9,2155,%,Crude Prevalence,,,BRFSS,CLASS15,Topic44,36,RACE2,CAT4,_RFPAVIG,RESP054,"(42.827001032, -75.543970427)"
2009,GA,Georgia,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,"$35,000-$49,999",Household Income,111,9.9,7.4,12.5,160,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,13,INCOME4,CAT6,_RFHLTH,RESP062,"(32.839681093, -83.627580346)"
2002,NE,Nebraska,Demographics,Employment,What is your employment status?,Emplyd,"White, non-Hispanic",Race/Ethnicity,2129,57.3,55.4,59.2,1600,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,31,RACE1,CAT4,EMPLOY,RESP025,"(41.641040988001, -99.365720623)"
2008,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Some post-H.S.,Education Attained,259,17.0,13.6,20.4,939,%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,1,EDUCA3,CAT5,_SMOKER3,RESP068,"(32.840571122, -86.631860762)"
2004,MT,Montana,Health Status,Overall Health,How is your general health?,Good,Hispanic,Race/Ethnicity,31,,,,58,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS08,Topic41,30,RACE3,CAT4,GENHLTH,RESP058,"(47.066528972, -109.424420645)"
2004,VI,Virgin Islands,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,"$25,000-$34,999",Household Income,22,,,,952,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS11,Topic46,78,INCOME3,CAT6,_PNEUMOC,RESP046,"(18.335765, -64.896335)"
2005,WI,Wisconsin,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,55-64,Age Group,211,24.2,20.7,27.7,1983,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,55,AGE05,CAT3,QLACTLM2,RESP046,"(44.393191174, -89.816370742)"
1996,OH,Ohio,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",55-64,Age Group,34,20.2,13.7,26.7,1246,%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,39,AGE05,CAT3,INCOME,RESP018,"(40.060210141, -82.404260056)"
2002,PA,Pennsylvania,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,45-54,Age Group,639,22.5,20.4,24.6,556,%,Crude Prevalence,,,BRFSS,CLASS13,Topic16,42,AGE04,CAT3,_DENTVST,RESP054,"(40.793730152, -77.860700294)"
2008,MN,Minnesota,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,"Less than $15,000",Household Income,68,38.5,30.4,46.5,2137,%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,27,INCOME1,CAT6,_RFMAM2Y,RESP054,"(46.355648736, -94.794200503)"
2003,TX,Texas,Demographics,Employment,What is your employment status?,Homemkr,35-44,Age Group,133,10.3,8.5,12.1,1670,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,48,AGE03,CAT3,EMPLOY,RESP029,"(31.827240407, -99.426770206)"
2006,CT,Connecticut,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Female,Gender,3242,89.1,87.7,90.5,211,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,9,SEX2,CAT2,_HCVU65,RESP046,"(41.56266102, -72.649840952)"
2009,MD,Maryland,Cholesterol Awareness,Cholesterol High,Adults who have had their blood cholesterol checked and have been told it was high (variable calculated from one or more BRFSS questions),Yes,"Multiracial, non-Hispanic",Race/Ethnicity,32,,,,572,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS02,Topic12,24,RACE5,CAT4,_RFCHOL,RESP046,"(39.290580964, -76.609260111)"
2002,VT,Vermont,Women's Health,Pap Test,Women aged 18+ who have had a pap smear within the past three years (variable calculated from one or more BRFSS questions),No,Less than H.S.,Education Attained,30,25.3,16.1,34.5,1936,%,Crude Prevalence,,,BRFSS,CLASS18,Topic42,50,EDUCA1,CAT5,_RFPAP3Y,RESP054,"(43.625381239, -72.517640791)"
1996,GA,Georgia,Demographics,Age,What is your age?,35-44 years,"Less than $15,000",Household Income,30,10.8,6.8,14.8,723,%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,13,INCOME1,CAT6,AGE,RESP012,"(32.839681093, -83.627580346)"
2004,AK,Alaska,Health Status,Overall Health,How is your general health?,Poor,"White, non-Hispanic",Race/Ethnicity,60,3.4,2.1,4.7,66,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,2,RACE1,CAT4,GENHLTH,RESP060,"(64.845079957001, -147.722059036)"
2000,MA,Massachusetts,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Hispanic,Race/Ethnicity,139,14.8,11.8,17.8,1098,%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,25,RACE3,CAT4,EDUCA,RESP023,"(42.27687047, -72.082690675)"
2004,KS,Kansas,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,55-64,Age Group,7,0.5,0.1,0.9,1341,%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,20,AGE05,CAT3,_CHLDCNT,RESP092,"(38.3477403, -98.200781227)"
1999,ND,North Dakota,Demographics,Sex,Gender of respondent,Female,65+,Age Group,320,57.7,52.8,62.6,1494,%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,38,AGE09,CAT3,SEX,RESP002,"(47.475319779, -100.118421049)"
1996,GA,Georgia,Health Status,Overall Health,How is your general health?,Fair,18-24,Age Group,5,2.6,0.3,4.9,34,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,13,AGE01,CAT3,GENHLTH,RESP059,"(32.839681093, -83.627580346)"
2001,NY,New York,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis,Yes,Overall,Overall,878,22.6,21.1,24.1,661,%,Crude Prevalence,,,BRFSS,CLASS03,Topic05,36,BO1,CAT1,HAVARTH,RESP046,"(42.827001032, -75.543970427)"
2004,CA,California,Demographics,Age,What is your age?,55-64 years,Hispanic,Race/Ethnicity,93,8.2,6.4,10.0,1102,%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,6,RACE3,CAT4,AGE,RESP014,"(37.638640123, -120.999999538)"
2005,ID,Idaho,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,"Black, non-Hispanic",Race/Ethnicity,8,,,,1993,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS05,Topic19,16,RACE2,CAT4,QLACTLM2,RESP054,"(43.682630005, -114.363730042)"
1997,VA,Virginia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,"$15,000-$24,999",Household Income,531,92.3,89.8,94.8,496,%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,51,INCOME2,CAT6,DIABETES,RESP054,"(37.542680674, -78.457890463)"
1997,ID,Idaho,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"$35,000-$49,999",Household Income,758,85.2,82.5,87.9,540,%,Crude Prevalence,,,BRFSS,CLASS17,Topic15,16,INCOME4,CAT6,_RFSMOK2,RESP054,"(43.682630005, -114.363730042)"
2005,ND,North Dakota,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,"Multiracial, non-Hispanic",Race/Ethnicity,8,,,,827,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS17,Topic55,38,RACE5,CAT4,_SMOKER3,RESP068,"(47.475319779, -100.118421049)"
2003,VA,Virginia,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,"Black, non-Hispanic",Race/Ethnicity,772,85.6,82.5,88.7,642,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,51,RACE2,CAT4,_LTASTHM,RESP054,"(37.542680674, -78.457890463)"
2001,DE,Delaware,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,"$15,000-$24,999",Household Income,222,70.3,64.3,76.3,153,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,10,INCOME2,CAT6,_RFHLTH,RESP061,"(39.008830667, -75.577741168)"
2009,PA,Pennsylvania,Cholesterol Awareness,Cholesterol High,Adults who have had their blood cholesterol checked and have been told it was high (variable calculated from one or more BRFSS questions),Yes,55-64,Age Group,991,50.7,47.8,53.5,558,%,Crude Prevalence,,,BRFSS,CLASS02,Topic12,42,AGE05,CAT3,_RFCHOL,RESP046,"(40.793730152, -77.860700294)"
1997,NV,Nevada,Cholesterol Awareness,Cholesterol Checked,Adults who have had their blood cholesterol checked within the last five years (variable calculated from one or more BRFSS questions),Checked in past 5 years,H.S. or G.E.D.,Education Attained,467,65.0,57.9,72.1,369,%,Crude Prevalence,,,BRFSS,CLASS02,Topic11,32,EDUCA2,CAT5,_CHOLCHK,RESP072,"(39.49324039, -117.071840564)"
1995,SD,South Dakota,Health Status,Overall Health,How is your general health?,Fair,65+,Age Group,91,21.9,17.6,26.2,39,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,46,AGE09,CAT3,GENHLTH,RESP059,"(44.353130053, -100.373530637)"
2002,AZ,Arizona,Health Status,Overall Health,How is your general health?,Excellent,"White, non-Hispanic",Race/Ethnicity,565,22.5,20.0,25.0,46,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,4,RACE1,CAT4,GENHLTH,RESP056,"(34.86597028, -111.763811277)"
1998,LA,Louisiana,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,College graduate,Education Attained,12,,,,1506,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS18,Topic37,22,EDUCA4,CAT5,_MAM502Y,RESP054,"(31.312660644, -92.445680071)"
2002,VT,Vermont,Alcohol Consumption,Binge Drinking,Binge drinkers (adults having five or more drinks on one occasion) (variable calculated from one or more BRFSS questions),No,"$35,000-$49,999",Household Income,604,81.9,78.5,85.3,923,%,Crude Prevalence,,,BRFSS,CLASS01,Topic07,50,INCOME4,CAT6,_RFBING2,RESP054,"(43.625381239, -72.517640791)"
2004,LA,Louisiana,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,2275,25.2,24.0,26.4,1440,%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,22,BO1,CAT1,EDUCA,RESP024,"(31.312660644, -92.445680071)"
2003,DC,District of Columbia,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,"$15,000-$24,999",Household Income,41,17.5,10.9,24.1,203,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,11,INCOME2,CAT6,HLTHPLAN,RESP054,"(38.890371385, -77.031961127)"
2003,WI,Wisconsin,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,"Black, non-Hispanic",Race/Ethnicity,72,19.1,13.4,24.8,1568,%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,55,RACE2,CAT4,EDUCA,RESP021,"(44.393191174, -89.816370742)"
2008,LA,Louisiana,Demographics,Marital Status,What is your marital status?,Widowed,Hispanic,Race/Ethnicity,17,6.7,2.4,10.9,1244,%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,22,RACE3,CAT4,MARITAL,RESP035,"(31.312660644, -92.445680071)"
2008,PR,Puerto Rico,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,25-34,Age Group,107,29.0,23.8,34.1,1334,%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,72,AGE02,CAT3,EDUCA,RESP023,"(18.220833, -66.590149)"
1995,WA,Washington,Cholesterol Awareness,Cholesterol High,Adults who have had their blood cholesterol checked and have been told it was high (variable calculated from one or more BRFSS questions),Yes,65+,Age Group,188,47.1,41.7,52.5,405,%,Crude Prevalence,,,BRFSS,CLASS02,Topic12,53,AGE09,CAT3,_RFCHOL,RESP046,"(47.522278629, -120.47001079)"
1995,TX,Texas,Demographics,Race,What is your race/ethnicity?,Black,18-24,Age Group,15,2.6,1.0,4.2,819,%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,48,AGE01,CAT3,RACE,RESP006,"(31.827240407, -99.426770206)"
2003,IA,Iowa,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"Black, non-Hispanic",Race/Ethnicity,26,,,,880,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS17,Topic55,19,RACE2,CAT4,_SMOKER2,RESP071,"(42.469400913, -93.816490556)"
2007,IN,Indiana,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,"Other, non-Hispanic",Race/Ethnicity,10,,,,1961,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS11,Topic46,18,RACE4,CAT4,_PNEUMO2,RESP054,"(39.766910452, -86.149960194)"
1995,GA,Georgia,Demographics,Education,What is the highest grade or year of school you completed?,College+,Male,Gender,258,25.4,22.3,28.5,1230,%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,13,SEX1,CAT2,EDUCA,RESP024,"(32.839681093, -83.627580346)"
2005,WI,Wisconsin,Hypertension Awareness,High Blood Pressure,Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions),Yes,45-54,Age Group,308,26.8,23.6,30.0,390,%,Crude Prevalence,,,BRFSS,CLASS10,Topic31,55,AGE04,CAT3,_RFHYPE5,RESP046,"(44.393191174, -89.816370742)"
2006,CO,Colorado,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,147,1.6,1.3,1.9,2235,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,8,BO1,CAT1,CVDSTRK3,RESP046,"(38.843840757, -106.133610921)"
2000,MT,Montana,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,55-64,Age Group,2,0.1,0.0,0.3,963,%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,30,AGE05,CAT3,_CHLDCNT,RESP090,"(47.066528972, -109.424420645)"
2002,FL,Florida,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,869,16.7,15.4,18.0,1721,%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,12,BO1,CAT1,INCOME,RESP018,"(28.932040377, -81.928960539)"
2007,NY,New York,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",Some post-H.S.,Education Attained,18,1.4,0.4,2.4,365,%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,36,EDUCA3,CAT5,DIABETE2,RESP052,"(42.827001032, -75.543970427)"
2003,NC,North Carolina,Physical Activity,Physical Activity,Adults with 20+ minutes of vigorous physical activity three or more days per week (variable calculated from one or more BRFSS questions),Yes,College graduate,Education Attained,657,26.4,23.9,28.9,2229,%,Crude Prevalence,,,BRFSS,CLASS15,Topic44,37,EDUCA4,CAT5,_RFPAVIG,RESP046,"(35.466220975, -79.159250463)"
2006,WI,Wisconsin,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,65+,Age Group,519,79.3,75.8,82.8,1905,%,Crude Prevalence,,,BRFSS,CLASS18,Topic37,55,AGE09,CAT3,_RFMAM2Y,RESP046,"(44.393191174, -89.816370742)"
2006,NM,New Mexico,Demographics,Employment,What is your employment status?,Emplyd,"$25,000-$34,999",Household Income,363,47.4,42.6,52.2,1448,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,35,INCOME3,CAT6,EMPLOY,RESP025,"(34.520880952, -106.240580985)"
2006,AL,Alabama,Demographics,Race,What is your race/ethnicity?,Hispanic,35-44,Age Group,10,2.9,0.7,5.1,772,%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,1,AGE03,CAT3,RACE,RESP007,"(32.840571122, -86.631860762)"
2003,TN,Tennessee,Fruits and Vegetables,Five Servings per Day,Adults who have consumed fruits and vegetables five or more times per day (variable calculated from one or more BRFSS questions),Consume 5 or more times per day,"Other, non-Hispanic",Race/Ethnicity,8,,,,588,%,Crude Prevalence,*,"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the CI half width was > 10 for any cell, or if the state did not collect data for that calendar year.",BRFSS,CLASS06,Topic25,47,RACE4,CAT4,_FV5SRV,RESP075,"(35.68094058, -85.774490914)"
